1493725177000.0,0.0758,0.0273,-0.0102,0
1493728697000.0,0.0758,0.0273,-0.0102,1
1493733882750.0,-0.2509321428571429,-0.06154642857142857,-0.01597857142857143,0
1493733885250.0,-0.0009,-0.0217,-0.0079,0
1493733887750.0,0.0214,-0.0088,0.0108,0
1493733890250.0,-0.0033,0.0002,0.0272,0
1493733892750.0,-0.0037,0.0012,-0.0035,0
1493733895250.0,0.0013,0.0003,-0.0035,0
1493733897750.0,0.3218,0.0306,-0.1335,0
1493733900250.0,-0.0044,-0.0003,-0.0038,0
1493733902750.0,-0.0029,-0.0002,-0.0037,0
1493733905250.0,-0.0078,-0.004,0.0023,0
1493733907750.0,-0.0026,-0.0042,-0.0043,0
1493733910250.0,-0.0124,0.0016,-0.0008,0
1493733912750.0,-0.0002,-0.0019,-0.0022,0
1493733915250.0,-0.0026,-0.0007,-0.003,0
1493733917750.0,0.0007,0.0013,0.0,0
1493733920250.0,-0.0069,0.0007,-0.0017,0
1493733922750.0,-0.0002,-0.0001,-0.002,0
1493733925250.0,-0.0001,0.0013,-0.0006,0
1493733927750.0,-0.0012,-0.0029,-0.002,0
1493733930250.0,-0.0019,-0.0003,-0.0033,0
1493733932750.0,0.0011,-0.0007,-0.0029,0
1493733935250.0,0.0013,0.002,-0.0015,0
1493733937750.0,0.0043,0.0022,-0.001,0
1493733940250.0,0.0038,-0.0058,-0.0054,0
1493733942750.0,0.0016,0.0006,-0.0032,0
1493733945250.0,0.0029,-0.0049,-0.0032,0
1493733947750.0,-0.0014,-0.0029,-0.0022,0
1493733950250.0,0.0005499999999999999,0.00045,-0.00415,0
1493733952750.0,0.0003,-0.0011,-0.0022,0
1493733955250.0,-0.0014,-0.0047,-0.0046,0
1493733957750.0,0.0057,-0.0012,-0.0035,0
1493733960250.0,-0.0013,-0.0006,-0.0024,0
1493733962750.0,-0.0009,0.0009,-0.0025,0
1493733965250.0,-0.0019,0.0001,-0.0046,0
1493733967750.0,0.0001,-0.0011,-0.0045,0
1493733970250.0,0.0017,-0.0014,-0.0039,0
1493733972750.0,-0.0016,-0.0008,-0.0022,0
1493733975250.0,-0.0023,0.0018,-0.0054,0
1493733977750.0,-1.7632,-0.1611,-0.2112,0
1493733980250.0,0.0171,0.1569,-0.3981,0
1493733982750.0,-0.0008,0.0038,-0.0028,0
1493733985250.0,-0.0035,0.0037,-0.0024,0
1493733987750.0,-0.0011,0.0001,-0.0034,0
1493733990250.0,-0.0023,0.0017,-0.0034,0
1493733992750.0,0.0008,-0.0011,-0.0038,0
1493733995250.0,-0.0011,-0.0012,-0.0025,0
1493733997750.0,-0.0007,-0.002,-0.0034,0
1493734000250.0,-0.0007,-0.0028,-0.0031,0
1493734002750.0,0.0037,0.0011,-0.0027,0
1493734005250.0,-0.0003,-0.0005,-0.0022,0
1493734007750.0,0.001,0.0011,-0.0018,0
1493734010250.0,0.0742,0.0911,0.0433,0
1493734012750.0,-0.0342,-0.0137,-0.0735,0
1493734015250.0,-0.0745,0.0043,-0.1736,0
1493734017750.0,-0.0345,-0.0808,-0.0497,0
1493734020250.0,-0.03305711645101664,0.05059001848428835,0.12016728280961182,0
1493734022750.0,-0.028482255083179298,0.041292421441774495,0.11191404805914971,0
1493734025250.0,-0.02390739371534196,0.03199482439926063,0.10366081330868761,0
1493734027750.0,-0.019332532347504622,0.022697227356746764,0.0954075785582255,0
1493734030250.0,-0.014757670979667282,0.013399630314232906,0.08715434380776341,0
1493734032750.0,-0.010182809611829945,0.004102033271719041,0.0789011090573013,0
1493734035250.0,-0.005607948243992605,-0.005195563770794824,0.07064787430683919,0
1493734037750.0,-0.001033086876155269,-0.014493160813308682,0.062394639556377085,0
1493734040250.0,0.0035417744916820745,-0.02379075785582254,0.05414140480591498,0
1493734042750.0,0.008116635859519411,-0.03308835489833641,0.04588817005545287,0
1493734045250.0,-0.0052,-0.0107,0.0035,0
1493734047750.0,0.1211,-0.0605,0.0691,0
1493734050250.0,-0.0089,0.1682,-0.1871,0
1493734052750.0,0.1712,-0.0452,-0.0632,0
1493734055250.0,-0.0339,-0.0742,-0.2107,0
1493734057750.0,0.3917,0.2388,0.0866,0
1493734060250.0,-0.0778,-0.1493,0.1173,0
1493734062750.0,-0.2448,0.0433,0.2659,0
1493734065250.0,0.0444,-0.0215,-0.1606,0
